player_name,player_id,team_name,time,adjusted_vaep
Ellie Roebuck,4637.0,Manchester City WFC,37,-5.416602175586344
Ellie Roebuck,4637.0,Manchester City WFC,38,-5.604527227746816
Ellie Roebuck,4637.0,Manchester City WFC,39,-5.70956622993346
Ellie Roebuck,4637.0,Manchester City WFC,40,-5.70956622993346
Ellie Roebuck,4637.0,Manchester City WFC,41,-5.70956622993346
Ellie Roebuck,4637.0,Manchester City WFC,42,-5.777298541994062
Ellie Roebuck,4637.0,Manchester City WFC,43,-5.785626016964217
Ellie Roebuck,4637.0,Manchester City WFC,44,-6.242384438746511
Ellie Roebuck,4637.0,Manchester City WFC,45,-6.589683503841641
Ellie Roebuck,4637.0,Manchester City WFC,46,-6.664630949774612
Ellie Roebuck,4637.0,Manchester City WFC,47,-7.0285838623325905
Ellie Roebuck,4637.0,Manchester City WFC,48,-7.164432873033324
Ellie Roebuck,4637.0,Manchester City WFC,49,-7.300620923564952
Ellie Roebuck,4637.0,Manchester City WFC,50,-7.534742952597293
Ellie Roebuck,4637.0,Manchester City WFC,51,-7.534742952597293
Ellie Roebuck,4637.0,Manchester City WFC,52,-7.857362604244797
Ellie Roebuck,4637.0,Manchester City WFC,53,-7.9124387794305475
Ellie Roebuck,4637.0,Manchester City WFC,54,-8.01075075690328
Ellie Roebuck,4637.0,Manchester City WFC,55,-8.01075075690328
Ellie Roebuck,4637.0,Manchester City WFC,56,-8.303053338712981
Ellie Roebuck,4637.0,Manchester City WFC,57,-8.254202076016519
Ellie Roebuck,4637.0,Manchester City WFC,58,-8.254202076016519
Ellie Roebuck,4637.0,Manchester City WFC,59,-8.489193693457867
Ellie Roebuck,4637.0,Manchester City WFC,60,-8.377345894734505
Ellie Roebuck,4637.0,Manchester City WFC,61,-8.377345894734505
Ellie Roebuck,4637.0,Manchester City WFC,62,-8.682304620539458
Ellie Roebuck,4637.0,Manchester City WFC,63,-8.682304620539458
Ellie Roebuck,4637.0,Manchester City WFC,64,-8.791851775217284
Ellie Roebuck,4637.0,Manchester City WFC,65,-8.956852410536584
Ellie Roebuck,4637.0,Manchester City WFC,66,-9.005543232748506
Ellie Roebuck,4637.0,Manchester City WFC,67,-9.2671586634706
Ellie Roebuck,4637.0,Manchester City WFC,68,-9.538031717347232
Ellie Roebuck,4637.0,Manchester City WFC,69,-9.720160999530755
Ellie Roebuck,4637.0,Manchester City WFC,70,-9.852881884326402
Ellie Roebuck,4637.0,Manchester City WFC,71,-9.961154867328101
Ellie Roebuck,4637.0,Manchester City WFC,72,-10.006697123365797
Ellie Roebuck,4637.0,Manchester City WFC,73,-8.948780183399789
Ellie Roebuck,4637.0,Manchester City WFC,74,-8.948780183399789
Ellie Roebuck,4637.0,Manchester City WFC,75,-9.044498651641863
Ellie Roebuck,4637.0,Manchester City WFC,76,-9.39192100675067
Ellie Roebuck,4637.0,Manchester City WFC,77,-9.430650674107456
Ellie Roebuck,4637.0,Manchester City WFC,78,-9.544616490878127
Ellie Roebuck,4637.0,Manchester City WFC,79,-9.935367355041496
Ellie Roebuck,4637.0,Manchester City WFC,80,-10.233390913905344
Ellie Roebuck,4637.0,Manchester City WFC,81,-10.27607959685762
Ellie Roebuck,4637.0,Manchester City WFC,82,-10.494509747220956
Ellie Roebuck,4637.0,Manchester City WFC,83,-10.594526218938682
Ellie Roebuck,4637.0,Manchester City WFC,84,-10.587187520804672
Ellie Roebuck,4637.0,Manchester City WFC,85,-10.6778406125304
Ellie Roebuck,4637.0,Manchester City WFC,86,-10.835741034403494
Ellie Roebuck,4637.0,Manchester City WFC,87,-10.94125494273309
Ellie Roebuck,4637.0,Manchester City WFC,88,-11.274423151821365
Ellie Roebuck,4637.0,Manchester City WFC,89,-11.368339387039375
Ellie Roebuck,4637.0,Manchester City WFC,90,-11.556760070583113
Ellie Roebuck,4637.0,Manchester City WFC,91,-11.478016381984066
Ellie Roebuck,4637.0,Manchester City WFC,92,-11.573513542274423
Ellie Roebuck,4637.0,Manchester City WFC,93,-11.949309234850414
Ellie Roebuck,4637.0,Manchester City WFC,94,-12.069287024285437
Ellie Roebuck,4637.0,Manchester City WFC,95,-12.069287024285437
Ellie Roebuck,4637.0,Manchester City WFC,96,-12.228766909473212
Ellie Roebuck,4637.0,Manchester City WFC,97,-12.60907725379048
Ellie Roebuck,4637.0,Manchester City WFC,98,-15.987748095211332
Ellie Roebuck,4637.0,Manchester City WFC,99,-19.877358719638842
Ellie Roebuck,4637.0,Manchester City WFC,100,-19.877358719638842
Hayley Emma Raso,6818.0,Manchester City WFC,64,-0.1733837670227849
Hayley Emma Raso,6818.0,Manchester City WFC,65,-0.15804634746453894
Hayley Emma Raso,6818.0,Manchester City WFC,66,0.05229579869312451
Hayley Emma Raso,6818.0,Manchester City WFC,67,0.05229579869312451
Hayley Emma Raso,6818.0,Manchester City WFC,68,1.6826038374111005
Hayley Emma Raso,6818.0,Manchester City WFC,69,2.4525491563678115
Hayley Emma Raso,6818.0,Manchester City WFC,70,2.1639173039142374
Hayley Emma Raso,6818.0,Manchester City WFC,71,1.9145548987377996
Hayley Emma Raso,6818.0,Manchester City WFC,72,1.6538783527788934
Hayley Emma Raso,6818.0,Manchester City WFC,73,1.1427793343749046
Hayley Emma Raso,6818.0,Manchester City WFC,74,1.1427793343749046
Hayley Emma Raso,6818.0,Manchester City WFC,75,1.1427793343749046
Hayley Emma Raso,6818.0,Manchester City WFC,76,1.4943589951202443
Hayley Emma Raso,6818.0,Manchester City WFC,77,0.8281124347309587
Hayley Emma Raso,6818.0,Manchester City WFC,78,0.8281124347309587
Hayley Emma Raso,6818.0,Manchester City WFC,79,1.9079874963297434
Hayley Emma Raso,6818.0,Manchester City WFC,80,1.9079874963297434
Hayley Emma Raso,6818.0,Manchester City WFC,81,1.8078082709870582
Hayley Emma Raso,6818.0,Manchester City WFC,82,1.6328989538465688
Hayley Emma Raso,6818.0,Manchester City WFC,83,1.5054462973088456
Hayley Emma Raso,6818.0,Manchester City WFC,84,1.7164984914962713
Hayley Emma Raso,6818.0,Manchester City WFC,85,1.1002706774949997
Hayley Emma Raso,6818.0,Manchester City WFC,86,0.8645466243728965
Hayley Emma Raso,6818.0,Manchester City WFC,87,0.7923727430535255
Hayley Emma Raso,6818.0,Manchester City WFC,88,0.5392170578360194
Hayley Emma Raso,6818.0,Manchester City WFC,89,1.1435145517062333
Hayley Emma Raso,6818.0,Manchester City WFC,90,1.1435145517062333
Hayley Emma Raso,6818.0,Manchester City WFC,91,0.8191328190171948
Hayley Emma Raso,6818.0,Manchester City WFC,92,0.8124823732592182
Hayley Emma Raso,6818.0,Manchester City WFC,93,0.11687513528592341
Hayley Emma Raso,6818.0,Manchester City WFC,94,0.29169840386585344
Hayley Emma Raso,6818.0,Manchester City WFC,95,0.2537240574537143
Hayley Emma Raso,6818.0,Manchester City WFC,96,0.5374329307629939
Hayley Emma Raso,6818.0,Manchester City WFC,97,3.832248591819014
Hayley Emma Raso,6818.0,Manchester City WFC,98,5.9147239334392685
Hayley Emma Raso,6818.0,Manchester City WFC,99,7.31511824612851
Hayley Emma Raso,6818.0,Manchester City WFC,100,7.31511824612851
Ingrid Filippa Angeldal,62666.0,Manchester City WFC,3,1.0830489655737763
Ingrid Filippa Angeldal,62666.0,Manchester City WFC,4,0.9413824752838458
Ingrid Filippa Angeldal,62666.0,Manchester City WFC,5,-0.0432169957856825
Ingrid Filippa Angeldal,62666.0,Manchester City WFC,6,-0.24623969845828148
Ingrid Filippa Angeldal,62666.0,Manchester City WFC,7,-0.24623969845828148
Ingrid Filippa Angeldal,62666.0,Manchester City WFC,8,-0.6975193613556108
Ingrid Filippa Angeldal,62666.0,Manchester City WFC,9,1.229560663471545
Ingrid Filippa Angeldal,62666.0,Manchester City WFC,10,0.8526584449078323
Ingrid Filippa Angeldal,62666.0,Manchester City WFC,11,0.8526584449078323
Ingrid Filippa Angeldal,62666.0,Manchester City WFC,12,0.8526584449078323
Ingrid Filippa Angeldal,62666.0,Manchester City WFC,13,0.8526584449078323
Ingrid Filippa Angeldal,62666.0,Manchester City WFC,14,0.8526584449078323
Ingrid Filippa Angeldal,62666.0,Manchester City WFC,15,0.9498116600372993
Ingrid Filippa Angeldal,62666.0,Manchester City WFC,16,0.7752906982323957
Ingrid Filippa Angeldal,62666.0,Manchester City WFC,17,0.7752906982323957
Ingrid Filippa Angeldal,62666.0,Manchester City WFC,18,1.6537049874759797
Ingrid Filippa Angeldal,62666.0,Manchester City WFC,19,1.6537049874759797
Ingrid Filippa Angeldal,62666.0,Manchester City WFC,20,1.6537049874759797
Ingrid Filippa Angeldal,62666.0,Manchester City WFC,21,1.6537049874759797
Ingrid Filippa Angeldal,62666.0,Manchester City WFC,22,1.610014679196496
Ingrid Filippa Angeldal,62666.0,Manchester City WFC,23,1.610014679196496
Ingrid Filippa Angeldal,62666.0,Manchester City WFC,24,1.610014679196496
Ingrid Filippa Angeldal,62666.0,Manchester City WFC,25,1.610014679196496
Ingrid Filippa Angeldal,62666.0,Manchester City WFC,26,0.7360770364972803
Ingrid Filippa Angeldal,62666.0,Manchester City WFC,27,0.7360770364972803
Ingrid Filippa Angeldal,62666.0,Manchester City WFC,28,0.7360770364972803
Ingrid Filippa Angeldal,62666.0,Manchester City WFC,29,2.244636646301202
Ingrid Filippa Angeldal,62666.0,Manchester City WFC,30,2.244636646301202
Ingrid Filippa Angeldal,62666.0,Manchester City WFC,31,2.244636646301202
Ingrid Filippa Angeldal,62666.0,Manchester City WFC,32,2.244636646301202
Ingrid Filippa Angeldal,62666.0,Manchester City WFC,33,2.244636646301202
Ingrid Filippa Angeldal,62666.0,Manchester City WFC,34,2.180816734701516
Ingrid Filippa Angeldal,62666.0,Manchester City WFC,35,1.2173396059923356
Ingrid Filippa Angeldal,62666.0,Manchester City WFC,36,1.1119173289808812
Ingrid Filippa Angeldal,62666.0,Manchester City WFC,37,1.1321179731400701
Ingrid Filippa Angeldal,62666.0,Manchester City WFC,38,1.4339530644222571
Ingrid Filippa Angeldal,62666.0,Manchester City WFC,39,1.4339530644222571
Ingrid Filippa Angeldal,62666.0,Manchester City WFC,40,1.04419065545591
Ingrid Filippa Angeldal,62666.0,Manchester City WFC,41,1.7196115390620188
Ingrid Filippa Angeldal,62666.0,Manchester City WFC,42,1.7196115390620188
Ingrid Filippa Angeldal,62666.0,Manchester City WFC,43,2.805259343134402
Ingrid Filippa Angeldal,62666.0,Manchester City WFC,44,2.805259343134402
Ingrid Filippa Angeldal,62666.0,Manchester City WFC,45,2.805259343134402
Ingrid Filippa Angeldal,62666.0,Manchester City WFC,46,2.805259343134402
Ingrid Filippa Angeldal,62666.0,Manchester City WFC,47,2.805259343134402
Ingrid Filippa Angeldal,62666.0,Manchester City WFC,48,1.1621049891673265
Ingrid Filippa Angeldal,62666.0,Manchester City WFC,49,1.1320130022781696
Ingrid Filippa Angeldal,62666.0,Manchester City WFC,50,0.952624650523779
Ingrid Filippa Angeldal,62666.0,Manchester City WFC,51,0.5228314713128666
Ingrid Filippa Angeldal,62666.0,Manchester City WFC,52,0.5228314713128666
Ingrid Filippa Angeldal,62666.0,Manchester City WFC,53,0.5228314713128666
Ingrid Filippa Angeldal,62666.0,Manchester City WFC,54,0.5228314713128666
Ingrid Filippa Angeldal,62666.0,Manchester City WFC,55,0.3248657776305593
Ingrid Filippa Angeldal,62666.0,Manchester City WFC,56,0.4288980601245623
Ingrid Filippa Angeldal,62666.0,Manchester City WFC,57,0.007429577566304246
Ingrid Filippa Angeldal,62666.0,Manchester City WFC,58,-0.44353314071635797
Ingrid Filippa Angeldal,62666.0,Manchester City WFC,59,-0.5606653040676373
Ingrid Filippa Angeldal,62666.0,Manchester City WFC,60,-0.7857023087110173
Ingrid Filippa Angeldal,62666.0,Manchester City WFC,61,-0.7857023087110173
